Unnamed: 0,sj,fl_e,fl_n,fl_s,fl_w,label
#GS008,2018/1/1 0:00,479,304,167,364,1314
#GS007,2018/1/1 0:00,84,419,248,92,843
#GS035,2018/1/1 0:00,0,481,336,261,1078
#GS006,2018/1/1 0:00,112,541,362,165,1180
#GS008,2018/1/1 10:00,772,667,440,746,2625
#GS006,2018/1/1 10:00,365,942,638,474,2419
#GS007,2018/1/1 10:00,335,740,606,214,1895
#GS035,2018/1/1 10:00,0,894,555,639,2088
#GS008,2018/1/1 11:00,1035,705,731,808,3279
#GS006,2018/1/1 11:00,363,874,770,520,2527
#GS007,2018/1/1 11:00,366,849,463,258,1936
#GS035,2018/1/1 11:00,0,1056,608,657,2321
#GS035,2018/1/1 12:00,0,1109,617,634,2360
#GS006,2018/1/1 12:00,338,931,706,525,2500
#GS007,2018/1/1 12:00,430,837,616,249,2132
#GS008,2018/1/1 12:00,1167,762,790,869,3588
#GS006,2018/1/1 13:00,411,997,858,581,2847
#GS007,2018/1/1 13:00,439,899,565,260,2163
#GS035,2018/1/1 13:00,0,1152,606,745,2503
#GS008,2018/1/1 13:00,1205,795,873,989,3862
#GS007,2018/1/1 14:00,425,957,777,232,2391
#GS008,2018/1/1 14:00,1393,843,888,976,4100
#GS006,2018/1/1 14:00,402,1035,864,601,2902
#GS035,2018/1/1 14:00,0,1282,659,701,2642
#GS008,2018/1/1 15:00,1309,803,750,1064,3926
#GS007,2018/1/1 15:00,407,956,731,244,2338
#GS006,2018/1/1 15:00,398,1059,798,628,2883
#GS035,2018/1/1 15:00,0,1303,731,696,2730
#GS008,2018/1/1 16:00,1455,969,699,1102,4225
#GS006,2018/1/1 16:00,409,1112,881,703,3105
#GS007,2018/1/1 16:00,479,960,819,277,2535
#GS035,2018/1/1 16:00,0,1480,731,797,3008
#GS008,2018/1/1 17:00,1243,922,482,887,4112
#GS006,2018/1/1 17:00,359,1345,823,638,3065
#GS007,2018/1/1 17:00,368,1075,517,237,2329
#GS035,2018/1/1 17:00,0,1431,686,701,3034
#GS035,2018/1/1 18:00,0,1431,686,701,2818
#GS006,2018/1/1 18:00,359,1345,823,638,3165
#GS008,2018/1/1 18:00,1243,922,482,887,3534
#GS007,2018/1/1 18:00,368,1075,517,237,2197
#GS008,2018/1/1 19:00,1022,732,399,861,3014
#GS007,2018/1/1 19:00,274,830,579,215,1898
#GS006,2018/1/1 19:00,234,1071,738,563,2606
#GS035,2018/1/1 19:00,0,1208,624,622,2454
#GS006,2018/1/1 1:00,96,395,319,127,937
#GS007,2018/1/1 1:00,46,331,243,84,704
#GS035,2018/1/1 1:00,0,335,237,190,762
#GS008,2018/1/1 1:00,436,219,169,258,1082
#GS008,2018/1/1 20:00,1115,750,441,810,3116
#GS007,2018/1/1 20:00,306,878,590,187,1961
#GS006,2018/1/1 20:00,260,1073,769,492,2594
#GS035,2018/1/1 20:00,0,904,516,536,1956
#GS007,2018/1/1 21:00,288,509,513,187,1497
#GS006,2018/1/1 21:00,214,943,684,402,2243
#GS008,2018/1/1 21:00,1063,585,389,789,2826
#GS035,2018/1/1 21:00,0,653,404,371,1428
#GS007,2018/1/1 22:00,192,434,393,139,1158
#GS006,2018/1/1 22:00,161,747,557,288,1753
#GS008,2018/1/1 22:00,786,273,280,510,1849
#GS035,2018/1/1 22:00,0,522,357,343,1222
#GS035,2018/1/1 23:00,0,396,238,210,844
#GS007,2018/1/1 23:00,161,250,248,89,748
#GS006,2018/1/1 23:00,116,481,384,210,1191
#GS008,2018/1/1 23:00,474,307,165,373,1319
#GS007,2018/1/1 2:00,28,246,142,39,455
#GS006,2018/1/1 2:00,41,275,203,103,622
#GS035,2018/1/1 2:00,0,266,169,141,576
#GS008,2018/1/1 2:00,259,134,102,177,672
#GS035,2018/1/1 3:00,0,191,122,117,430
#GS008,2018/1/1 3:00,181,100,72,84,437
#GS006,2018/1/1 3:00,42,184,173,72,471
#GS007,2018/1/1 3:00,18,160,126,37,341
#GS006,2018/1/1 4:00,27,121,93,39,280
#GS035,2018/1/1 4:00,0,154,85,83,322
#GS007,2018/1/1 4:00,12,116,73,16,217
#GS008,2018/1/1 4:00,129,93,34,79,335
#GS035,2018/1/1 5:00,0,143,86,65,294
#GS007,2018/1/1 5:00,17,89,54,42,202
#GS006,2018/1/1 5:00,23,84,90,51,248
#GS008,2018/1/1 5:00,111,62,41,87,301
#GS006,2018/1/1 6:00,47,131,114,75,367
#GS007,2018/1/1 6:00,73,113,98,22,306
#GS008,2018/1/1 6:00,157,107,70,99,433
#GS035,2018/1/1 6:00,0,167,105,134,406
#GS007,2018/1/1 7:00,211,287,257,78,833
#GS008,2018/1/1 7:00,342,284,188,328,1142
#GS006,2018/1/1 7:00,123,386,322,200,1031
#GS035,2018/1/1 7:00,0,369,261,266,896
#GS035,2018/1/1 8:00,0,637,431,495,1563
#GS007,2018/1/1 8:00,302,538,436,190,1466
#GS006,2018/1/1 8:00,282,660,574,306,1822
#GS008,2018/1/1 8:00,720,477,394,566,2157
#GS007,2018/1/1 9:00,349,675,577,232,1833
#GS035,2018/1/1 9:00,0,834,507,635,1976
#GS006,2018/1/1 9:00,348,832,716,405,2301
#GS008,2018/1/1 9:00,818,618,497,648,2581
#GS035,2018/1/2 0:00,0,235,166,151,552
#GS007,2018/1/2 0:00,63,175,150,54,442
#GS006,2018/1/2 0:00,63,301,213,113,690
#GS008,2018/1/2 0:00,320,173,93,201,787
#GS035,2018/1/2 10:00,0,1335,724,783,2842
#GS006,2018/1/2 10:00,591,1075,1347,642,3655
#GS008,2018/1/2 10:00,1162,974,1106,917,4159
#GS007,2018/1/2 10:00,605,1167,636,368,2776
#GS035,2018/1/2 11:00,0,1219,641,672,2532
#GS007,2018/1/2 11:00,547,1016,671,287,2521
#GS008,2018/1/2 11:00,1257,866,915,981,4019
#GS006,2018/1/2 11:00,646,1380,1238,626,3890
#GS008,2018/1/2 12:00,1156,921,951,1015,4043
#GS007,2018/1/2 12:00,557,1045,738,295,2635
#GS035,2018/1/2 12:00,0,1246,658,709,2613
#GS006,2018/1/2 12:00,624,1419,1239,641,3923
#GS035,2018/1/2 13:00,0,1190,674,766,2630
#GS007,2018/1/2 13:00,555,1040,756,329,2680
#GS008,2018/1/2 13:00,1157,883,999,1005,4044
#GS006,2018/1/2 13:00,623,1492,1282,656,4053
#GS008,2018/1/2 14:00,1259,927,1007,993,4186
#GS007,2018/1/2 14:00,498,1125,759,322,2704
#GS035,2018/1/2 14:00,0,1275,722,740,2737
#GS006,2018/1/2 14:00,643,1545,1287,691,4166
#GS035,2018/1/2 15:00,0,1245,783,731,2759
#GS007,2018/1/2 15:00,541,1119,956,315,2931
#GS008,2018/1/2 15:00,1325,966,860,1003,4154
#GS006,2018/1/2 15:00,605,1466,1327,709,4107
#GS035,2018/1/2 16:00,0,1443,866,733,3042
#GS007,2018/1/2 16:00,546,1178,981,313,3018
#GS008,2018/1/2 16:00,1306,1151,694,1036,4187
#GS006,2018/1/2 16:00,729,1403,1397,739,4268
#GS007,2018/1/2 17:00,742,1235,730,374,3430
#GS035,2018/1/2 17:00,0,1573,781,620,3114
#GS006,2018/1/2 17:00,539,1524,1258,721,4912
#GS008,2018/1/2 17:00,1513,1365,422,1143,4497
#GS006,2018/1/2 18:00,539,1524,1258,721,4042
#GS035,2018/1/2 18:00,0,1573,781,620,2974
#GS008,2018/1/2 18:00,1513,1365,422,1143,4443
#GS007,2018/1/2 18:00,742,1235,730,374,3081
#GS035,2018/1/2 19:00,0,983,458,342,1783
#GS006,2018/1/2 19:00,155,1181,915,524,2775
#GS008,2018/1/2 19:00,1210,1011,347,880,3448
#GS007,2018/1/2 19:00,362,996,586,257,2201
#GS007,2018/1/2 1:00,23,163,96,34,316
#GS008,2018/1/2 1:00,168,118,55,117,458
#GS006,2018/1/2 1:00,34,203,176,66,479
#GS035,2018/1/2 1:00,0,180,128,85,393
#GS035,2018/1/2 20:00,0,709,357,370,1436
#GS007,2018/1/2 20:00,266,784,520,266,1836
#GS008,2018/1/2 20:00,893,768,304,689,2654
#GS006,2018/1/2 20:00,118,1015,803,428,2364
#GS006,2018/1/2 21:00,72,867,705,322,1966
#GS035,2018/1/2 21:00,0,593,338,365,1296
#GS007,2018/1/2 21:00,253,670,331,188,1442
#GS008,2018/1/2 21:00,754,572,311,613,2250
#GS035,2018/1/2 22:00,0,474,241,281,996
#GS008,2018/1/2 22:00,504,346,117,308,1275
#GS006,2018/1/2 22:00,66,626,508,199,1399
#GS007,2018/1/2 22:00,198,488,229,151,1066
#GS035,2018/1/2 23:00,0,372,192,192,756
#GS006,2018/1/2 23:00,41,466,349,170,1026
#GS008,2018/1/2 23:00,394,305,164,303,1166
#GS007,2018/1/2 23:00,154,338,218,90,800
#GS007,2018/1/2 2:00,22,65,46,18,151
#GS035,2018/1/2 2:00,0,125,66,61,252
#GS008,2018/1/2 2:00,136,44,34,74,288
#GS006,2018/1/2 2:00,20,83,82,41,226
#GS006,2018/1/2 3:00,12,68,62,35,177
#GS007,2018/1/2 3:00,12,68,33,22,135
#GS035,2018/1/2 3:00,0,96,49,46,191
#GS008,2018/1/2 3:00,80,47,22,35,184
#GS008,2018/1/2 4:00,54,29,18,34,135
#GS006,2018/1/2 4:00,13,52,45,23,133
#GS035,2018/1/2 4:00,0,59,36,36,131
#GS007,2018/1/2 4:00,8,51,26,12,97
#GS035,2018/1/2 5:00,0,82,65,38,185
#GS008,2018/1/2 5:00,51,66,32,66,215
#GS006,2018/1/2 5:00,20,77,45,38,180
#GS007,2018/1/2 5:00,11,75,41,22,149
#GS007,2018/1/2 6:00,144,150,124,60,478
#GS035,2018/1/2 6:00,0,238,180,163,581
#GS006,2018/1/2 6:00,73,187,173,115,548
#GS008,2018/1/2 6:00,292,141,108,263,804
#GS035,2018/1/2 7:00,0,789,904,1039,2732
#GS007,2018/1/2 7:00,529,785,563,427,2304
#GS006,2018/1/2 7:00,418,1334,985,647,3384
#GS008,2018/1/2 7:00,1324,602,666,1276,3868
#GS008,2018/1/2 8:00,1023,840,712,1006,3581
#GS007,2018/1/2 8:00,783,1235,1206,645,3869
#GS035,2018/1/2 8:00,0,896,1207,877,2980
#GS006,2018/1/2 8:00,960,1772,1409,822,4963
#GS006,2018/1/2 9:00,903,1391,1577,768,4639
#GS035,2018/1/2 9:00,0,1380,982,1101,3463
#GS007,2018/1/2 9:00,886,1292,1021,614,3813
#GS008,2018/1/2 9:00,1630,1112,1080,851,4673
#GS006,2018/1/3 0:00,16,268,187,82,553
#GS008,2018/1/3 0:00,197,185,72,154,608
#GS035,2018/1/3 0:00,0,223,120,114,457
#GS007,2018/1/3 0:00,51,217,116,45,429
#GS008,2018/1/3 10:00,1400,916,1124,856,4296
#GS035,2018/1/3 10:00,0,1200,813,838,2851
#GS006,2018/1/3 10:00,219,1233,1344,484,3280
#GS007,2018/1/3 10:00,558,1090,1011,383,3042
#GS035,2018/1/3 11:00,0,1306,734,698,2738
#GS008,2018/1/3 11:00,1197,849,957,863,3866
#GS007,2018/1/3 11:00,593,1073,804,284,2754
#GS006,2018/1/3 11:00,219,1154,1142,517,3032
#GS006,2018/1/3 12:00,355,1114,1144,556,3169
#GS008,2018/1/3 12:00,1211,805,728,850,3594
#GS035,2018/1/3 12:00,0,1227,731,677,2635
#GS007,2018/1/3 12:00,496,967,805,303,2571
#GS006,2018/1/3 13:00,602,1320,1324,717,3963
#GS007,2018/1/3 13:00,592,1018,965,325,2900
#GS008,2018/1/3 13:00,1263,887,966,936,4052
#GS035,2018/1/3 13:00,0,1240,737,744,2721
#GS006,2018/1/3 14:00,646,1224,1404,506,3780
#GS035,2018/1/3 14:00,0,1229,731,707,2667
#GS007,2018/1/3 14:00,516,1129,940,335,2920
#GS008,2018/1/3 14:00,1322,977,771,1018,4088
#GS035,2018/1/3 15:00,0,1296,731,774,2801
#GS008,2018/1/3 15:00,1201,917,801,973,3892
#GS007,2018/1/3 15:00,541,1167,812,336,2856
#GS006,2018/1/3 15:00,676,1157,1382,566,3781
#GS035,2018/1/3 16:00,0,1482,808,703,2993
#GS007,2018/1/3 16:00,632,1129,725,278,2764
#GS008,2018/1/3 16:00,1296,1075,663,1009,4043
#GS006,2018/1/3 16:00,787,942,1305,652,3686
#GS008,2018/1/3 17:00,1425,1320,477,1262,4889
#GS035,2018/1/3 17:00,0,1515,738,615,3149
#GS007,2018/1/3 17:00,712,1334,686,456,3796
#GS006,2018/1/3 17:00,814,1466,1253,637,5069
#GS035,2018/1/3 18:00,0,1515,738,615,2868
#GS006,2018/1/3 18:00,814,1466,1253,637,4170
#GS007,2018/1/3 18:00,712,1334,686,456,3188
#GS008,2018/1/3 18:00,1425,1320,477,1262,4484
#GS035,2018/1/3 19:00,0,1283,688,609,2580
#GS006,2018/1/3 19:00,394,1027,904,434,2759
#GS007,2018/1/3 19:00,390,864,661,251,2166
#GS008,2018/1/3 19:00,1174,873,439,929,3415
#GS007,2018/1/3 1:00,33,168,51,33,285
#GS008,2018/1/3 1:00,187,116,33,123,459
#GS006,2018/1/3 1:00,19,203,128,72,422
#GS035,2018/1/3 1:00,0,194,93,93,380
#GS008,2018/1/3 20:00,856,803,369,749,2777
#GS007,2018/1/3 20:00,326,827,565,233,1951
#GS006,2018/1/3 20:00,267,1056,819,410,2552
#GS035,2018/1/3 20:00,0,991,532,508,2031
#GS006,2018/1/3 21:00,225,895,710,264,2094
#GS007,2018/1/3 21:00,245,711,536,190,1682
#GS008,2018/1/3 21:00,826,688,382,544,2440
#GS035,2018/1/3 21:00,0,910,486,514,1910
#GS007,2018/1/3 22:00,225,510,432,150,1317
#GS006,2018/1/3 22:00,162,685,575,234,1656
#GS008,2018/1/3 22:00,650,477,267,448,1842
#GS035,2018/1/3 22:00,0,634,319,367,1320
#GS035,2018/1/3 23:00,0,331,213,170,714
#GS008,2018/1/3 23:00,404,316,161,306,1187
#GS007,2018/1/3 23:00,128,351,279,92,850
#GS006,2018/1/3 23:00,114,448,356,139,1057
#GS008,2018/1/3 2:00,122,69,18,79,288
#GS035,2018/1/3 2:00,0,136,73,47,256
#GS007,2018/1/3 2:00,17,103,48,24,192
#GS006,2018/1/3 2:00,14,106,81,38,239
#GS007,2018/1/3 3:00,15,64,29,15,123
#GS035,2018/1/3 3:00,0,79,41,39,159
#GS006,2018/1/3 3:00,7,70,62,35,174
#GS008,2018/1/3 3:00,76,38,13,46,173
#GS008,2018/1/3 4:00,57,36,19,37,149
#GS007,2018/1/3 4:00,6,48,22,15,91
#GS035,2018/1/3 4:00,0,70,50,44,164
#GS006,2018/1/3 4:00,3,54,35,16,108
#GS035,2018/1/3 5:00,0,77,53,45,175
#GS008,2018/1/3 5:00,70,37,24,47,178
#GS007,2018/1/3 5:00,16,62,32,17,127
#GS006,2018/1/3 5:00,5,67,47,27,146
#GS008,2018/1/3 6:00,152,122,71,183,528
#GS007,2018/1/3 6:00,103,129,90,36,358
#GS006,2018/1/3 6:00,27,165,141,92,425
#GS035,2018/1/3 6:00,0,217,117,168,502
#GS008,2018/1/3 7:00,1036,556,588,1297,3477
#GS007,2018/1/3 7:00,387,742,527,381,2037
#GS006,2018/1/3 7:00,113,1117,836,551,2617
#GS035,2018/1/3 7:00,0,751,747,980,2478
#GS008,2018/1/3 8:00,1214,826,1007,1098,4145
#GS007,2018/1/3 8:00,694,1111,1251,539,3595
#GS006,2018/1/3 8:00,248,1979,1119,783,4129
#GS035,2018/1/3 8:00,0,1018,1293,1404,3715
#GS008,2018/1/3 9:00,1596,1037,910,864,4407
#GS035,2018/1/3 9:00,0,1249,985,959,3193
#GS006,2018/1/3 9:00,234,1325,1215,665,3439
#GS007,2018/1/3 9:00,843,1219,948,472,3482
#GS006,2018/1/4 0:00,82,348,251,106,787
#GS007,2018/1/4 0:00,78,282,170,71,601
#GS035,2018/1/4 0:00,0,303,128,147,578
#GS008,2018/1/4 0:00,337,213,91,187,828
#GS007,2018/1/4 10:00,525,1094,1053,375,3047
#GS006,2018/1/4 10:00,563,1205,1131,505,3404
#GS008,2018/1/4 10:00,1347,908,1052,972,4279
#GS035,2018/1/4 10:00,0,1150,792,781,2723
#GS006,2018/1/4 11:00,614,1277,981,558,3430
#GS008,2018/1/4 11:00,1281,896,896,890,3963
#GS007,2018/1/4 11:00,550,945,976,330,2801
#GS035,2018/1/4 11:00,0,1154,729,699,2582
#GS007,2018/1/4 12:00,510,882,871,317,2580
#GS035,2018/1/4 12:00,0,1252,655,668,2575
#GS008,2018/1/4 12:00,1254,853,933,767,3807
#GS006,2018/1/4 12:00,573,1150,912,488,3123
#GS035,2018/1/4 13:00,0,1207,712,661,2580
#GS006,2018/1/4 13:00,478,1008,949,518,2953
#GS007,2018/1/4 13:00,507,851,682,271,2311
#GS008,2018/1/4 13:00,1111,788,917,683,3499
#GS007,2018/1/4 14:00,508,1021,897,293,2719
#GS008,2018/1/4 14:00,1306,842,999,829,3976
#GS035,2018/1/4 14:00,0,1257,765,748,2770
#GS006,2018/1/4 14:00,630,1138,1364,580,3712
#GS007,2018/1/4 15:00,543,1039,773,309,2664
#GS008,2018/1/4 15:00,1266,876,892,755,3789
#GS006,2018/1/4 15:00,599,1107,1284,568,3558
#GS035,2018/1/4 15:00,0,1285,768,693,2746
#GS006,2018/1/4 16:00,636,1167,1284,765,3852
#GS008,2018/1/4 16:00,1274,995,616,811,3696
#GS007,2018/1/4 16:00,568,1062,684,307,2621
#GS035,2018/1/4 16:00,0,1367,765,722,2854
#GS006,2018/1/4 17:00,715,1462,1267,760,5115
#GS008,2018/1/4 17:00,1489,1276,399,1023,4831
#GS007,2018/1/4 17:00,641,1253,760,432,3643
#GS035,2018/1/4 17:00,0,1534,958,569,3245
#GS007,2018/1/4 18:00,641,1253,760,432,3086
#GS008,2018/1/4 18:00,1489,1276,399,1023,4187
#GS035,2018/1/4 18:00,0,1534,958,569,3061
#GS006,2018/1/4 18:00,715,1462,1267,760,4204
#GS035,2018/1/4 19:00,0,1229,612,600,2441
#GS006,2018/1/4 19:00,375,1032,886,484,2777
#GS008,2018/1/4 19:00,1033,792,388,868,3081
#GS007,2018/1/4 19:00,333,869,620,254,2076
#GS035,2018/1/4 1:00,0,200,75,86,361
#GS008,2018/1/4 1:00,207,140,61,113,521
#GS006,2018/1/4 1:00,44,217,143,66,470
#GS007,2018/1/4 1:00,40,176,86,41,343
#GS006,2018/1/4 20:00,316,938,800,395,2449
#GS007,2018/1/4 20:00,278,788,598,248,1912
#GS008,2018/1/4 20:00,920,725,354,657,2656
#GS035,2018/1/4 20:00,0,1007,495,588,2090
#GS008,2018/1/4 21:00,901,601,341,637,2480
#GS006,2018/1/4 21:00,214,880,752,354,2200
#GS035,2018/1/4 21:00,0,869,473,558,1900
#GS007,2018/1/4 21:00,263,675,557,179,1674
#GS007,2018/1/4 22:00,207,479,369,131,1186
#GS008,2018/1/4 22:00,641,434,220,452,1747
#GS006,2018/1/4 22:00,154,662,544,242,1602
#GS035,2018/1/4 22:00,0,598,342,370,1310
#GS006,2018/1/4 23:00,135,486,382,155,1158
#GS035,2018/1/4 23:00,0,471,224,261,956
#GS007,2018/1/4 23:00,163,370,298,96,927
#GS008,2018/1/4 23:00,429,338,140,317,1224
#GS008,2018/1/4 2:00,130,67,23,67,287
#GS006,2018/1/4 2:00,17,109,92,33,251
#GS035,2018/1/4 2:00,0,121,53,41,215
#GS007,2018/1/4 2:00,22,96,69,23,210
#GS035,2018/1/4 3:00,0,88,40,34,162
#GS006,2018/1/4 3:00,11,73,51,24,159
#GS007,2018/1/4 3:00,8,60,36,16,120
#GS008,2018/1/4 3:00,79,48,22,59,208
#GS035,2018/1/4 4:00,0,69,35,34,138
#GS006,2018/1/4 4:00,9,55,38,16,118
#GS008,2018/1/4 4:00,44,38,19,44,145
#GS007,2018/1/4 4:00,10,48,37,9,104
#GS007,2018/1/4 5:00,14,65,39,22,140
#GS008,2018/1/4 5:00,44,35,14,39,132
#GS006,2018/1/4 5:00,22,67,44,27,160
#GS035,2018/1/4 5:00,0,63,39,54,156
#GS008,2018/1/4 6:00,133,128,78,186,525
#GS006,2018/1/4 6:00,71,177,128,103,479
#GS007,2018/1/4 6:00,105,149,92,50,396
#GS035,2018/1/4 6:00,0,211,128,128,467
#GS007,2018/1/4 7:00,339,698,646,407,2090
#GS008,2018/1/4 7:00,957,557,619,1283,3416
#GS006,2018/1/4 7:00,306,1144,837,556,2843
#GS035,2018/1/4 7:00,0,767,772,983,2522
#GS008,2018/1/4 8:00,1574,892,1275,897,4638
#GS035,2018/1/4 8:00,0,1041,1303,1361,3705
#GS007,2018/1/4 8:00,775,1169,1402,594,3940
#GS006,2018/1/4 8:00,961,1775,1362,819,4917
#GS006,2018/1/4 9:00,749,1535,1269,669,4222
#GS007,2018/1/4 9:00,732,1240,1129,441,3542
#GS008,2018/1/4 9:00,1594,1087,951,901,4533
#GS035,2018/1/4 9:00,0,1309,998,931,3238
#GS006,2018/1/5 0:00,58,348,246,99,751
#GS035,2018/1/5 0:00,0,313,156,175,644
#GS008,2018/1/5 0:00,300,241,92,211,844
#GS007,2018/1/5 0:00,101,272,175,66,614
#GS008,2018/1/5 10:00,1391,1005,1111,1002,4509
#GS007,2018/1/5 10:00,629,1114,1090,356,3189
#GS035,2018/1/5 10:00,0,1247,746,846,2839
#GS006,2018/1/5 10:00,706,1345,1401,686,4138
#GS007,2018/1/5 11:00,636,1034,942,314,2926
#GS008,2018/1/5 11:00,1455,947,932,966,4300
#GS035,2018/1/5 11:00,0,1250,716,673,2639
#GS006,2018/1/5 11:00,736,1217,1398,741,4092
#GS008,2018/1/5 12:00,1262,894,963,860,3979
#GS035,2018/1/5 12:00,0,1297,694,662,2653
#GS006,2018/1/5 12:00,702,1028,1316,607,3653
#GS007,2018/1/5 12:00,621,954,894,347,2816
#GS007,2018/1/5 13:00,650,1054,962,355,3021
#GS035,2018/1/5 13:00,0,1258,714,783,2755
#GS006,2018/1/5 13:00,681,1018,1451,671,3821
#GS008,2018/1/5 13:00,1275,969,1018,908,4170
#GS008,2018/1/5 14:00,1377,976,1015,876,4244
#GS007,2018/1/5 14:00,634,1150,994,365,3143
#GS006,2018/1/5 14:00,710,1134,1491,662,3997
#GS035,2018/1/5 14:00,0,1270,736,738,2744
#GS035,2018/1/5 15:00,0,1389,804,720,2913
#GS007,2018/1/5 15:00,610,1217,969,325,3121
#GS006,2018/1/5 15:00,650,1453,1390,664,4157
#GS008,2018/1/5 15:00,1483,1063,974,1036,4556
#GS008,2018/1/5 16:00,1569,1189,760,1106,4624
#GS035,2018/1/5 16:00,0,1487,930,720,3137
#GS006,2018/1/5 16:00,731,1386,1495,694,4306
#GS007,2018/1/5 16:00,733,1151,1052,304,3240
#GS007,2018/1/5 17:00,678,1231,842,567,4066
#GS035,2018/1/5 17:00,0,1731,839,665,3335
#GS006,2018/1/5 17:00,816,1448,1355,700,5144
#GS008,2018/1/5 17:00,1194,1111,377,1082,4885
#GS035,2018/1/5 18:00,0,1731,839,665,3235
#GS008,2018/1/5 18:00,1194,1111,377,1082,3764
#GS007,2018/1/5 18:00,678,1231,842,567,3318
#GS006,2018/1/5 18:00,816,1448,1355,700,4319
#GS035,2018/1/5 19:00,0,1409,612,535,2556
#GS008,2018/1/5 19:00,1049,813,349,788,2999
#GS007,2018/1/5 19:00,394,945,548,274,2161
#GS006,2018/1/5 19:00,388,1262,881,477,3008
#GS007,2018/1/5 1:00,36,189,129,43,397
#GS008,2018/1/5 1:00,185,132,78,122,517
#GS006,2018/1/5 1:00,40,229,192,66,527
#GS035,2018/1/5 1:00,0,194,129,86,409
#GS006,2018/1/5 20:00,222,836,607,272,1937
#GS008,2018/1/5 20:00,679,539,277,558,2053
#GS007,2018/1/5 20:00,227,516,388,157,1288
#GS035,2018/1/5 20:00,0,1083,544,573,2200
#GS006,2018/1/5 21:00,94,415,364,171,1044
#GS035,2018/1/5 21:00,0,879,454,551,1884
#GS007,2018/1/5 21:00,102,304,241,76,723
#GS008,2018/1/5 21:00,410,301,176,271,1158
#GS007,2018/1/5 22:00,207,573,416,159,1355
#GS008,2018/1/5 22:00,757,511,269,509,2046
#GS035,2018/1/5 22:00,0,707,403,404,1514
#GS006,2018/1/5 22:00,167,785,629,279,1860
#GS035,2018/1/5 23:00,0,540,305,263,1108
#GS006,2018/1/5 23:00,132,544,413,157,1246
#GS008,2018/1/5 23:00,466,418,173,366,1423
#GS007,2018/1/5 23:00,173,423,287,92,975
#GS006,2018/1/5 2:00,23,118,93,43,277
#GS007,2018/1/5 2:00,29,99,68,38,234
#GS008,2018/1/5 2:00,122,88,43,81,334
#GS035,2018/1/5 2:00,0,127,61,72,260
#GS006,2018/1/5 3:00,9,53,54,15,131
#GS007,2018/1/5 3:00,17,59,38,13,127
#GS035,2018/1/5 3:00,0,87,69,46,202
#GS008,2018/1/5 3:00,67,38,28,51,184
#GS008,2018/1/5 4:00,52,44,12,33,141
#GS007,2018/1/5 4:00,5,64,22,19,110
#GS006,2018/1/5 4:00,14,55,47,19,135
#GS035,2018/1/5 4:00,0,78,34,35,147
#GS035,2018/1/5 5:00,0,80,48,54,182
#GS006,2018/1/5 5:00,17,65,40,23,145
#GS008,2018/1/5 5:00,68,38,19,37,162
#GS007,2018/1/5 5:00,20,61,23,11,115
#GS006,2018/1/5 6:00,64,183,126,96,469
#GS035,2018/1/5 6:00,0,198,135,139,472
#GS007,2018/1/5 6:00,92,140,85,40,357
#GS008,2018/1/5 6:00,124,115,60,166,465
#GS008,2018/1/5 7:00,936,510,606,1312,3364
#GS035,2018/1/5 7:00,0,826,772,1026,2624
#GS006,2018/1/5 7:00,292,1081,816,569,2758
#GS007,2018/1/5 7:00,368,691,660,361,2080
#GS035,2018/1/5 8:00,0,1112,1429,1551,4092
#GS008,2018/1/5 8:00,1659,941,1398,967,4965
#GS007,2018/1/5 8:00,843,1131,1643,589,4206
#GS006,2018/1/5 8:00,1022,2018,1448,797,5285
#GS035,2018/1/5 9:00,0,1322,926,972,3220
#GS006,2018/1/5 9:00,929,1538,1370,644,4481
#GS008,2018/1/5 9:00,1571,1114,1183,919,4787
#GS007,2018/1/5 9:00,828,1261,1270,429,3788
#GS008,2018/1/6 0:00,409,310,142,271,1132
#GS035,2018/1/6 0:00,0,407,208,175,790
#GS007,2018/1/6 0:00,87,364,178,72,701
#GS006,2018/1/6 0:00,94,448,288,121,951
#GS035,2018/1/6 10:00,0,1040,702,723,2465
#GS008,2018/1/6 10:00,1151,738,1046,763,3698
#GS007,2018/1/6 10:00,435,858,608,322,2223
#GS006,2018/1/6 10:00,442,943,961,481,2827
#GS006,2018/1/6 11:00,381,823,990,479,2673
#GS007,2018/1/6 11:00,464,832,436,284,2016
#GS008,2018/1/6 11:00,1016,618,939,646,3219
#GS035,2018/1/6 11:00,0,1174,672,747,2593
#GS008,2018/1/6 12:00,987,618,1073,652,3330
#GS006,2018/1/6 12:00,419,911,1186,598,3114
#GS007,2018/1/6 12:00,426,922,517,308,2173
#GS035,2018/1/6 12:00,0,1241,749,819,2809
#GS006,2018/1/6 13:00,528,1067,1160,742,3497
#GS008,2018/1/6 13:00,1102,628,1141,652,3523
#GS007,2018/1/6 13:00,437,927,707,348,2419
#GS035,2018/1/6 13:00,0,1335,755,873,2963
#GS007,2018/1/6 14:00,388,917,759,266,2330
#GS006,2018/1/6 14:00,502,1251,1231,714,3698
#GS035,2018/1/6 14:00,0,1327,829,823,2979
#GS008,2018/1/6 14:00,1212,682,1141,554,3589
#GS007,2018/1/6 15:00,440,883,823,301,2447
#GS006,2018/1/6 15:00,504,1044,1186,755,3489
#GS035,2018/1/6 15:00,0,1285,729,794,2808
#GS008,2018/1/6 15:00,1096,794,1053,845,3788
#GS035,2018/1/6 16:00,0,1447,747,741,2935
